SMILES,Name,Cluster,Center
COc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,11539633,0,No
C[C@H]1O[C@H](OC[C@H]2O[C@@H](Oc3cc(CCO)ccc3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,11568849,0,No
O=c1ccn([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)/C(F)=C3/O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)c(=O)[nH]1,11570564,4,No
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NCc2ccccc2O)[C@@H](O)[C@H]1O,11583280,4,No
CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)NC[C@H](O)C[P@](=O)(O)CC1CCCCC1,11661400,1,No
O=[P@@](O)(CCc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)C1CCCCC1,11684045,5,No
CCCCCCCCCCCCCCCCC[C@H](O)[C@@H]1C[C@@H](O)[C@@H]([C@@H]2CC[C@@H]([C@@H](O)CCCCCC3=C[C@H](C)OC3=O)O2)O1,11714268,3,No
OC[C@@H](COc1ccc(O)cc1)c1ccc(Cl)o1,117240679,2,No
O=C(O)[C@H](COc1ccc(O)cc1)c1ccccc1O,117244437,2,No
N#C/C=C1\[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)/C=C/c2ccccc2)[C@H]1O,11757962,3,No
O=C(c1cc2ccccc2s1)c1cc([C@H]2C[C@@H](O)C[C@@H](CO)O2)c(O)cc1O,117640304,2,No
COc1cc(C)c2ccc(O)c(C(=O)O[C@@H]3C=C4C#C[C@@](O)([C@@H]5COC(=O)O5)CC#C/C=C\4[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3N)c2c1,11764809,0,No
C[C@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,11764858,3,No
CC(C)[C@H](NN[C@@H](CCCCN)C(=O)C(=O)Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)N)C(=O)NCc1ccc(C(=N)N)cc1,117655964,1,No
COc1cc(C[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O,117750546,0,No
C[C@@]1(O)CC[C@@]2(CO[C@H]3CCCCO3)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(C)CC[C@@H]32)C1,117916656,3,No
O=C(OC[C@H]1O[C@@H](Oc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1,11794834,0,No
COC[C@@H]1O[C@@H](Oc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](N=O)[C@@H](O)[C@H]1O,118000558,0,No
C=C[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)OC=C(C(=O)O)[C@H]1CCO,11800539,3,No
COc1cc2oc(=O)ccc2cc1C[C@H](O)C(C)(C)O[C@@H]1O[C@H](CO[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,11801210,0,No
CCC(=O)CC(=O)[C@@](O)(CO)[C@H](CCO)C[C@H]1CC(=O)c2c(O)ccc(-c3ccc(C(=O)NCCN(C)C)cc3)c2C1,118085341,2,No
CO[C@@H]1C[C@H](C)O[C@@H](CC[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](O)C[C@H](O)[C@@H](C)[C@@H](O)C[C@@H]2CC=C[C@H](C[C@@H](O)C/C=C(C)/C=C/C(=O)O)O2)C1,11814492,3,No
O=C(OCC1(Cc2ccccc2OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CCNCC1)[C@@](O)(c1ccccc1)C1CCCCC1,118352814,5,No
O=C1COc2c(CCNCCN(C(=O)CCNCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,118692872,5,No
C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,118701402,3,No
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,118710059,1,No
O=C(/C=C/c1cc(O)cc(O)c1)c1cc2ccccc2cc1O,118855539,2,No
