Compound;SMILES;Cluster;Center;Smiles;rmsd;Model.ID;Energy;nRot
CO-A;CC(C)(CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS;1;No;CC(C)(CO[P@]([O-])(=O)O[P@]([O-])(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@@H](O)C(=O)NCCC(=O)NCCS;0.082910858;1;-10;18
CPD-10267;CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)([O-])[O-];1;No;CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@]([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12;0.375567436;1;-9.2;28
CPD-10269;CCCCCC/C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CCCCCC/C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@@]([O-])(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12;0.268150657;1;-8.9;WARNING:
CPD-10318;O=C([O-])CC(=O)OC[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@@H]1O;3;No;[O-]C(=O)CC(=O)OC[C@@H]1O[C@@H](Oc2cc3OC(=CC(=O)c3c(O)c2)c2ccc(O)cc2)[C@H](O)[C@H](O)[C@@H]1O;0.255205333;1;-11.1;8
CPD-10345;C[C@@H]1O[C@@H](O[C@H]2[C@H](c3c([O-])cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)O[C@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;3;No;C[C@@H]1O[C@@H](O[C@H]2[C@@H](O[C@H](CO)[C@H](O)[C@H]2O)c2c([O-])cc3OC(=CC(=O)c3c2O)c2ccc(O)cc2)[C@@H](O)[C@@H](O)[C@@H]1O;0.150688708;1;-10.6;5
CPD-10348;C[C@H]1O[C@H](O[C@@H]2[C@@H](c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)O[C@@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O;3;No;C[C@H]1O[C@H](O[C@@H]2[C@H](O[C@@H](CO)[C@@H](O)[C@H]2O)c2c(cc3OC(=CC(=O)c3c2O)c2ccc(O)cc2)O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@H]1O;0.133699596;1;-12;8
CPD-10349;O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3OC[C@H](O)[C@@H](O)[C@H]3O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12;3;No;OC[C@H]1O[C@@H]([C@H](O)[C@@H](O)[C@@H]1O)c1c(cc2OC(=CC(=O)c2c1O)c1ccc(O)cc1)O[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O;0.171531588;1;-11.2;5
CPD-10358;Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2;0;No;O[C@H]1Cc2c(cc(O)cc2O)O[C@@H]1c1cc(O)c(O)c(O)c1;0.233609959;1;-9.1;1
CPD-1042;N#C[C@@H](O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1;2;No;N#C[C@@H](O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1;0.403241426;1;-8.8;4
CPD-10500;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O;3;No;COc1cc(ccc1O)-c1[o+]c2cc(O)cc(O)c2cc1O;0.251419276;1;-9.2;2
CPD-10501;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)ccc1O;3;No;COc1cc(ccc1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O;0.151890576;1;-10.9;5
CPD-10504;COc1cc(-c2[o+]c3cc(O)cc(O[C@@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)c3cc2O[C@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@@H](OC(=O)/C=C/c4ccc(O)cc4)[C@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O)ccc1O;3;No;C[C@@H]1O[C@@H](OC[C@H]2O[C@H](Oc3cc4c(cc(O)cc4O[C@@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)[o+]c3-c3cc(OC)c(O)cc3)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1OC(=O)/C=C/c1ccc(O)cc1;0.074168675;1;-9.9;14
CPD-10516;CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O)[C@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C\Cc1c[nH]c2ccccc12;1;No;CC(C)(CO[P@](O)(=O)O[P@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C\Cc1c[nH]c2ccccc12;0.294768333;1;-11;23
CPD-10517;CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)Cc1c[nH]c2ccccc12;1;No;CC(C)(CO[P@@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)Cc1c[nH]c2ccccc12;0.220136628;1;-10.1;24
CPD-10518;CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)Cc1c[nH]c2ccccc12;1;No;CC(C)(CO[P@](O)(=O)O[P@](O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@H]1OP(O)(O)=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)Cc1c[nH]c2ccccc12;0.23712942;1;-8.9;24
CPD-10519;CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H]1CN[C@@H]2CCCC[C@@H]12;1;No;CC(C)(CO[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1OP(O)(O)=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H]1CN[C@@H]2CCCC[C@@H]12;0.203307211;1;-9.1;22
CPD-10536;C[C@]12CC[C@H](O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@@]12O;2;No;C[C@]12CC[C@@H](C[C@H]1CC[C@@H]1[C@H]2CC[C@]2(C)[C@H](CC[C@]21O)C1COC(=O)C=1)O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.176778302;1;-12.1;4
CPD-10539;C[C@@H]1O[C@@H](O[C@@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@@H]3C2)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;2;No;C[C@@H]1O[C@@H](O[C@@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@H]4CC[C@@H]3C2)C2COC(=O)C=2)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;0.21923621;1;-12;6
CPD-10542;C[C@@H]1O[C@H](O[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O;1;No;C[C@@H]1O[C@H](O[P@]([O-])(=O)O[P@]([O-])(=O)OC[C@H]2O[C@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O;0.126352504;1;-10.8;8
CPD-10600;CC(C)(CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)c1ccc(O)cc1;1;No;CC(C)(CO[P@@]([O-])(=O)O[P@@]([O-])(=O)OC[C@H]1O[C@@H]([C@@H](O)[C@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)c1ccc(O)cc1;0.322791904;1;-9.3;23
CPD-1083;C/C=C(/C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;C/C(=C/C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)[n]1c[n]c2c(N)[n]c[n]c12;0.388717026;1;-9.9;21
CPD-1125;N#C[C@H](O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O)c1ccccc1;2;No;N#C[C@H](O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O)c1ccccc1;0.143045574;1;-11.1;7
CPD-11521;CC/C=C/C[C@@H]1C(=O)CC[C@@H]1CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@H]1[C@@H](CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]2O[C@H]([C@H](O)[C@@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.144575194;1;-8.1;29
CPD-11522;CC/C=C/C[C@H]1C(=O)CC[C@@H]1CCC/C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-];1;No;CC/C=C/C[C@@H]1[C@@H](CCC/C=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]2O[C@H]([C@H](O)[C@@H]2OP([O-])([O-])=O)[n]2c[n]c3c(N)[n]c[n]c23)CCC1=O;0.238585725;1;-8.8;28
