Compound;SMILES;Cluster;Center;Smiles;RMSD;Model.ID;Energy;nRot;;;;;;
CHEMBL1817747;CC(C)C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1cc(O)ccc1O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC1(c2ccccc2)CCCC1;4;No;CC(C)C[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](C(=O)NC1(c2ccccc2)CCCC1)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CNC(=O)c1cc(ccc1O)O)N;0.097023808;1;-11.1;18;;;;;;
CHEMBL1817748;CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC1(c2ccccc2)CCCC1;4;No;CC(C)[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@H](C(=O)NC1(c2ccccc2)CCCC1)O)NC(=O)[C@H](CNC(=O)c1cc(ccc1O)O)N;0.066981919;1;-12;18;;;;;;
CHEMBL1818475;C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O[C@H]2CC(C)(C)[C@@H]3CC[C@]4(C)C[C@]23CC[C@H]4O)c1;4;No;C=CCc1ccc(c(c2cc(CC=C)ccc2O[C@H]2CC(C)(C)[C@@H]3CC[C@]4(C)C[C@]23CC[C@H]4O)c1)O;0.106914207;1;-11.7;7;;;;;;
CHEMBL1834542;C[C@]12C[C@@H](O)[C@@]3(F)[C@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@H]1C[C@H]1O[C@H](c3ccc(CSc4ccc(O)cc4)cc3)O[C@]12C(=O)CO;4;No;C[C@]12C[C@H]([C@]3([C@H](C[C@@H](C4=CC(=O)C=C[C@]34C)F)[C@H]1C[C@@H]1[C@@]2(C(=O)CO)O[C@@H](c2ccc(CSc3ccc(cc3)O)cc2)O1)F)O;0.054996334;1;-14.2;6;;;;;;
CHEMBL1834543;C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]3C[C@@H]4O[C@@H](c5ccc(CSc6cccc(O)c6)cc5)O[C@]4(C(=O)CO)[C@]3(C)C[C@H](O)[C@@]12F;4;No;C[C@@]12C[C@@H]([C@]3([C@H](C[C@@H](C4=CC(=O)C=C[C@]34C)F)[C@@H]1C[C@H]1[C@]2(C(=O)CO)O[C@H](c2ccc(CSc3cccc(c3)O)cc2)O1)F)O;0.023069909;1;-14.5;6;;;;;;
CHEMBL1834901;Oc1ccc2c3c1O[C@H]1[C@]4(CC[C@@]5(O)[C@@H](C2)N(CC2CC2)CC[C@]315)O[C@@H]1CO[C@H]2N1[C@@H]4O[C@]21CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5;4;No;Oc1ccc2c3c1O[C@H]1[C@@]4(O[C@@H]5CO[C@@H]6[C@]7(O[C@H]4[N@]56)CC[C@@]4(O)[C@H]5Cc6ccc(O)c8O[C@@H]7[C@@]4(c68)CCN5CC4CC4)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314;0.115849704;1;-17.4;4;;;;;;
CHEMBL1835402;CC(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N1CCc2ccc(O)cc2[C@@H]1C(=O)N[C@H]1CC(=O)O[C@H]1O)C(C)C)C(C)C;4;No;CC(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N1CCc2ccc(cc2[C@@H]1C(=O)N[C@H]1CC(=O)O[C@H]1O)O)C(C)C)C(C)C;0.071968794;1;-11.2;12;;;;;;
CHEMBL1835964;O=C1C[C@@H](c2ccccc2)Oc2c(Cc3ccccc3O)c(O)c(Cc3cc(Cc4cc(Cc5cc(Cc6ccccc6O)ccc5O)ccc4O)ccc3O)c(O)c21;4;No;O=C1C[C@H](Oc2c(Cc3ccccc3O)c(O)c(Cc3cc(Cc4cc(Cc5cc(Cc6ccccc6O)ccc5O)ccc4O)ccc3O)c(O)c12)c1ccccc1;0.08515548;1;-12.6;11;;;;;;
CHEMBL1835969;COc1c(Cc2ccccc2O)c(O)c2c(c1Cc1ccccc1O)O[C@H](c1ccccc1)CC2=O;4;No;COc1c(Cc2ccccc2O)c(c2c(c1Cc1ccccc1O)O[C@H](c1ccccc1)CC2=O)O;0.037109159;1;-11.5;6;;;;;;
CHEMBL1867641;C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3[C@H](O)C[C@@]12C;4;No;C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3[C@@H](C[C@@]12C)O)O)O;0.118635587;1;-13;1;;;;;;
CHEMBL1871261;CC1(C)O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1;4;No;CC1(C)O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](C[C@]3(C)[C@]2(C(=O)CO)O1)O;0.096625999;1;-14;2;;;;;;
CHEMBL1874127;C[C@@H]1CC[C@@H]2[C@](C)(CC[C@H](O)[C@@]2(C)CO)[C@@]12C[C@](CO)(CC(=O)O)CO2;4;No;O1[C@]2([C@@]3([C@H]([C@@]([C@@H](O)CC3)(CO)C)CC[C@H]2C)C)C[C@@](C1)(CC(=O)O)CO;0.031335212;1;-11.3;4;;;;;;
CHEMBL1876907;CCN1C(=O)[C@H]2CC[C@H]3/C(=N\O[C@H](C)c4cn([C@@H](CO)Cc5ccccc5)nn4)C[C@H](O)[C@@H](O)[C@@H]3[C@H]2C1=O;4;No;CCN1C(=O)[C@H]2CC[C@H]3/C(=N\O[C@H](C)c4cn([C@@H](CO)Cc5ccccc5)nn4)/C[C@@H]([C@H]([C@@H]3[C@H]2C1=O)O)O;0.108065017;1;-11.3;9;;;;;;
CHEMBL1881779;CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@H]1Cc2cc3cc(O[C@@H]4C[C@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@@H]1O[C@H]1C[C@H](O[C@H]2C[C@@H](O[C@@H]3C[C@@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@@H](O)[C@H](C)O1;4;No;CO[C@H](C(=O)[C@H]([C@@H](C)O)O)[C@H]1Cc2cc3cc(c(C)c(c3c(c2C(=O)[C@@H]1O[C@H]1C[C@@H]([C@H]([C@H](C)O1)O)O[C@H]1C[C@H]([C@@H]([C@@H](C)O1)O)O[C@@H]1C[C@](C)([C@@H]([C@@H](C)O1)O)O)O)O)O[C@@H]1C[C@@H]([C@H]([C@H](C)O1)O)O[C@H]1C[C@H]([C@@H]([C@@H](C)O1)O)O;0.063128673;1;-11.7;15;;;;;;
CHEMBL1882473;CCN1C(=O)[C@H]2CC[C@@H]3/C(=N/OC[C@@H](O)[C@H]4O[C@@H]5OC(C)(C)O[C@@H]5[C@H]4O)C[C@@H](O)[C@H](O)[C@@H]3[C@H]2C1=O;4;No;CCN1C(=O)[C@H]2CC[C@@H]3/C(=N/OC[C@H]([C@@H]4[C@@H]([C@@H]5[C@H](O4)OC(C)(C)O5)O)O)/C[C@H]([C@@H]([C@@H]3[C@H]2C1=O)O)O;0.10357219;1;-11.8;6;;;;;;
CHEMBL188731;C[C@@H](COC(=O)c1ccc2ccccc2c1O)CC1=C(O)C(=O)c2ccccc2C1=O;4;No;C[C@@H](COC(=O)c1ccc2ccccc2c1O)CC1=C(C(=O)c2ccccc2C1=O)O;0.084361225;1;-11.2;6;;;;;;
CHEMBL191441;NCc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@]1(O)c2cc(Cl)ccc2-c2ncccc21;4;No;[C@@]1(C(=O)N2[C@H](C(=O)NCc3c(ccc(c3)Cl)CN)CCC2)(c2c(-c3c1cc(cc3)Cl)nccc2)O;0.093955524;1;-11.2;5;;;;;;
CHEMBL1914942;COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@@](O)(/C=C/[C@@]13O[C@]1(C)CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]13C)[C@](C)(O)CC2;4;No;COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@@](/C=C/[C@@]13[C@@](C)(CC[C@H]4C(C)(C)[C@H](CC[C@]14C)O)O3)([C@@](C)(CC2)O)O;0.094286785;1;-13.9;5;;;;;;
CHEMBL191529;CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H]4C[C@@](O)([C@@H](OC(=O)CCCC/C=C\CCCCC(=O)N[C@@H](c5ccccc5)[C@@H](O)C(=O)O4)[C@@H]12)C3(C)C;4;No;[C@@]12([C@@H]([C@]3([C@@H](C[C@@H]1O)OC3)OC(=O)C)[C@H]1[C@]3(C(C(=C([C@H](C3)OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)CCCC/C=C\CCCCC(=O)O1)O)C)[C@H](C2=O)O)(C)C)O)C;0.108554676;1;-11.4;3;;;;;;
CHEMBL1922174;C[C@H](CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@]2(C)C3=C(C(=O)C[C@]12C)[C@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O;4;No;C[C@H](CC(=O)C[C@@H](C)[C@H]1C[C@@H]([C@]2(C)C3=C(C(=O)C[C@]12C)[C@]1(C)CC[C@@H](C(C)(C)[C@@H]1C[C@@H]3O)O)O)C(=O)O;0.082728729;1;-13.6;6;;;;;;
CHEMBL1923068;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)cc(O)c1)c1cc(O)c(O)c(O)c1;4;No;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)cc(O)c1)c1cc(O)c(O)c(O)c1;0.107891671;1;-11.6;4;;;;;;
CHEMBL1927964;CC(=O)O[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/C[C@@H](O)/C=C(\C)C(=O)C[C@H]1C(C)(C)C(=O)C=C[C@]1(C)O;4;No;CC(=O)O[C@@]1(C)CC[C@@H](C(C)(C)[C@@H]1CC/C(=C/C[C@H](/C=C(\C)/C(=O)C[C@H]1C(C)(C)C(=O)C=C[C@]1(C)O)O)/C)O;0.099227846;1;-10.9;13;;;;;;
CHEMBL1928369;CCCC(=O)O[C@]1(C)CC[C@H](O)[C@@H](C)C[C@@H]2O[C@H]1[C@@H]1[C@@H]2[C@](C)(OC(C)=O)C[C@@H](O)[C@@H]1C(C)C;4;No;CCCC(=O)O[C@]1(C)CC[C@@H]([C@@H](C)C[C@H]2[C@@H]3[C@@H]([C@@H]1O2)[C@H]([C@@H](C[C@@]3(C)OC(=O)C)O)C(C)C)O;0.113132291;1;-11.2;7;;;;;;
CHEMBL193293;C[C@H](O)[C@H](NC(=O)[C@H](O)[C@@H](O)C(=O)N[C@H](C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl;4;No;[N+](=O)([O-])c1cc(c(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](O)[C@@H](O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)Nc2c(cc([N+](=O)[O-])cc2)Cl)Cc2ccccc2)[C@@H](O)C)[C@@H](O)C)Cc2ccccc2)cc1)Cl;0.123480991;1;-11.1;21;;;;;;
CHEMBL1939064;CO[C@@H](c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2cc(O)cc(O)c2)[C@@H]1c1ccc(O)cc1;4;No;CO[C@@H](c1ccc(cc1)O)[C@H]1c2cc(cc(c2[C@@H](c2cc(cc(c2)O)O)[C@@H]1c1ccc(cc1)O)O)O;0.097104348;1;-11;5;;;;;;
CHEMBL1939066;O=C(c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2ccc(O)cc2)[C@H]1c1cc(O)cc(O)c1;4;No;O=C(c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2ccc(O)cc2)[C@H]1c1cc(O)cc(O)c1;0.080380917;1;-11;4;;;;;;
CHEMBL1939067;CO[C@H](c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2cc(O)cc(O)c2)[C@@H]1c1ccc(O)cc1;4;No;CO[C@H](c1ccc(cc1)O)[C@H]1c2cc(cc(c2[C@@H](c2cc(cc(c2)O)O)[C@@H]1c1ccc(cc1)O)O)O;0.110412389;1;-11;5;;;;;;
CHEMBL1939396;COC(=O)Cc1c(C(=O)O[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)O[C@@H]3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@@H]2[C@@H]3O)cc(O)c(O)c1O;4;No;[C@H]12[C@H]([C@H]([C@H]([C@@H](O2)OC(=O)c2cc(c(c(c2)O)O)O)OC(=O)c2cc(c(c(c2CC(=O)OC)O)O)O)OC(=O)c2c(-c3c(C(=O)OC1)cc(c(c3O)O)O)c(c(c(c2)O)O)O)O;0.121065803;1;-14.3;9;;;;;;
CHEMBL1939709;CN(CC[C@H](N)C(=O)NCc1cccc(-c2cccc(CNC(=O)[C@@H](N)CCN(C)C[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2)c1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O;4;No;C(=O)([C@H](CCN(C[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1ncnc2N)O)O)C)N)NCc1cccc(c2cccc(c2)CNC(=O)[C@H](CCN(C[C@@H]2[C@H]([C@H]([C@@H](O2)n2cnc3c2ncnc3N)O)O)C)N)c1;0.068726122;1;-12.1;19;;;;;;
CHEMBL1940968;CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](CC1CCCCC1)C(=O)NC(C)(C)Cc1ccc(I)cc1I;4;No;CC(C)[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)NC(C)(C)Cc1ccc(cc1I)I)NC(=O)[C@H](CNC(=O)c1cc(ccc1O)O)N;0.045935921;1;-10.9;14;;;;;;
CHEMBL1951299;COc1ccc(CC[C@H](c2ccc(O)cc2O)c2cc([C@@H]3CCc4ccc(OC)c(CC=C(C)C)c4O3)c(O)cc2O)c(O)c1CC=C(C)C;4;No;COc1ccc(CC[C@H](c2ccc(cc2O)O)c2cc([C@@H]3CCc4ccc(c(CC=C(C)C)c4O3)OC)c(cc2O)O)c(c1CC=C(C)C)O;0.046247821;1;-11.3;14;;;;;;
CHEMBL1951302;COc1ccc(CC[C@H](c2ccc(O)cc2O)c2cc([C@@H]3CCc4ccc(OC)c(CC=C(C)C)c4O3)c(O)cc2O)c(O)c1CC=C(C)C;4;No;COc1ccc(CC[C@H](c2ccc(cc2O)O)c2cc([C@@H]3CCc4ccc(c(CC=C(C)C)c4O3)OC)c(cc2O)O)c(c1CC=C(C)C)O;0.025720889;1;-10.9;14;;;;;;
CHEMBL1958226;NCCc1cc2c(O)c(c1)Cc1cc(CCN)cc(c1O)Cc1cc(CCN)cc(c1O)Cc1cc(CCN)cc(c1O)C2;4;No;NCCc1cc2c(c(c1)Cc1cc(CCN)cc(c1O)Cc1cc(CCN)cc(c1O)Cc1cc(CCN)cc(c1O)C2)O;0.103399165;1;-11;8;;;;;;
CHEMBL1962998;CO[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@@](=O)(O)N[P@@](=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)O[C@H]1n1c[n+](C)c2c(O)nc(N)nc21;4;No;O=[P@](O)(O[P@@](=O)(O)N[P@@](=O)(O)OC[C@H]1O[C@@H](n2c3nc([nH]c(=O)c3nc2)N)[C@H](O)[C@@H]1O)OC[C@H]1O[C@@H](n2c[n+](c3c2nc(nc3O)N)C)[C@H](OC)[C@@H]1O;0.069963202;1;-11.3;13;;;;;;
CHEMBL1969124;C[C@@]1(CO)[C@H]2[C@H](O)C[C@@H]3C[C@@H]4C[C@]3(CC[C@]4(O)CO)[C@@]2(C)CC[C@H]1O;4;No;C[C@]12CC[C@H]([C@]([C@H]1[C@@H](C[C@H]1[C@]32CC[C@@]([C@H](C1)C3)(CO)O)O)(C)CO)O;0.111115679;1;-12.7;2;;;;;;
CHEMBL1970422;CCCC/N=C/[C@]12CC[C@@H](O)C[C@]1(O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H]([C@@H]3C=CC(=O)O3)CC[C@]12O;4;No;CCCC/N=C/[C@]12CC[C@H](C[C@@]1(CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](CC[C@]12O)[C@@H]1C=CC(=O)O1)O)O;0.08900927;1;-12;6;;;;;;
CHEMBL1973871;O=C(C/C(=N/O)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O;4;No;ClC1=C(C(=O)c2c(C1=O)cccc2)NC(=O)/C(=N\O)/CC(=O)C[C@@H](c1c(c2c(cccc2)oc1=O)O)c1ccccc1;0.045691878;1;-11.2;9;;;;;;
CHEMBL1974994;O=C(O)C(SC1=NC(=O)C2(NN1)c1ccccc1-c1ccccc12)SC1=NC(=O)C2(NN1)c1ccccc1-c1ccccc12;4;No;c1ccc2c(-c3ccccc3C32C(=O)N=C(NN3)S[C@H](C(=O)O)SC2=NC(=O)C3(c4ccccc4-c4ccccc34)NN2)c1;0.094417416;1;-14.8;5;;;;;;
CHEMBL1976157;Cc1cc2c(C(C)C)c(O)c(O)c(/C=N/c3cc(C(F)(F)F)ccc3Cl)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(/C=N/c3cc(C(F)(F)F)ccc3Cl)c2c1O;4;No;Cc1cc2c(c(c1c1c(C)cc3c(c1O)c(/C=N/c1cc(C(F)(F)F)ccc1Cl)c(c(c3C(C)C)O)O)O)c(/C=N/c1cc(C(F)(F)F)ccc1Cl)c(c(c2C(C)C)O)O;0.103255503;1;-12.8;11;;;;;;
CHEMBL1980027;COC(=O)c1cc2cc3c(c(O)c2c(=O)o1)O[C@@]1(Oc2c(O)c4c(c(O)c2[C@H]1O[C@@H]1C[C@@H](OC)[C@H](O)[C@@H](C)O1)C(=O)C=C(OC)C4=O)[C@H](O)C3;4;No;O1[C@@]2(Oc3c(C[C@H]2O)cc2c(c3O)c(=O)oc(c2)C(=O)OC)[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](OC)C2)C)c2c1c(O)c1c(c2O)C(=O)C=C(OC)C1=O;0.074763052;1;-13.4;6;;;;;;
CHEMBL1981188;O=C(Cc1ccccc1)N/N=C(/c1nc2ccc([N+](=O)[O-])cc2nc1O)[C@H](O)c1ccc([C@H](O)/C(=N/NC(=O)Cc2ccccc2)c2nc3ccc([N+](=O)[O-])cc3nc2O)cc1;4;No;Oc1c(/C(=N/NC(=O)Cc2ccccc2)/[C@H](O)c2ccc([C@H](O)/C(=N/NC(=O)Cc3ccccc3)/c3c(O)nc4c(ccc(c4)[N+](=O)[O-])n3)cc2)nc2c(cc(cc2)[N+](=O)[O-])n1;0.058051236;1;-11.7;16;;;;;;
CHEMBL1984199;Cc1cc(O)c(C(=O)O)c2c1C(=O)c1c(O)c(OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO)c(O)c(O)c1C2=O;4;No;Cc1cc(c(c2c1C(=O)c1c(C2=O)c(c(c(c1O)OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O)O)C(=O)O)O;0.108479887;1;-11.4;8;;;;;;
CHEMBL1984811;COc1cc(O)c2c(O)c3c(c4c2c1[C@]1(C4)C(C)=CCCC1(C)C)[C@H](O)[C@@]1(O)CC(O)=C(C(N)=O)C(=O)[C@@]1(O)C3=O;4;No;O[C@@]12[C@@](O)([C@@H](O)c3c4c5c([C@@]6(C4)C(CCC=C6C)(C)C)c(OC)cc(O)c5c(O)c3C1=O)CC(=C(C2=O)C(=O)N)O;0.072901756;1;-18;2;;;;;;
CHEMBL1989727;CC[C@@H]1C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@@H]1O[C@@H]1O[C@H](C)C[C@@](O)(C(C)=O)[C@@H]1O;4;No;CC[C@@H]1C[C@H]([C@H](/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]([C@@H]([C@@H]1O[C@H]1[C@H]([C@@](C[C@@H](C)O1)(C(=O)C)O)O)OC)O)O)C;0.101059288;1;-11.6;5;;;;;;
CHEMBL1989895;Cc1ccc(S(=O)(=O)O[C@@H]2[C@H](C(c3cc(O)c4c(c3O)C(=O)c3ccccc3C4=O)c3cc(O)c4c(c3O)C(=O)c3ccccc3C4=O)O[C@H]3OC(C)(C)O[C@H]32)cc1;4;No;S(=O)(=O)(O[C@@H]1[C@@H](O[C@H]2OC(O[C@@H]12)(C)C)C(c1c(O)c2c(c(O)c1)C(=O)c1c(C2=O)cccc1)c1c(O)c2c(c(O)c1)C(=O)c1c(C2=O)cccc1)c1ccc(cc1)C;0.090632632;1;-14.6;6;;;;;;
CHEMBL1992918;CN(C)c1ccc(C(=O)N/N=C/[C@@]23CC[C@@H](O)C[C@]2(O)CC[C@@H]2[C@@H]3CC[C@]3(C)[C@@H](C4=CC(=O)OC4)CC[C@]23O)cc1;4;No;CN(C)c1ccc(C(=O)N/N=C/[C@@]23CC[C@H](C[C@@]2(CC[C@@H]2[C@@H]3CC[C@]3(C)[C@@H](C4=CC(=O)OC4)CC[C@]23O)O)O)cc1;0.073880129;1;-14.2;6;;;;;;
CHEMBL1992923;C[C@]12CC[C@H]3[C@H](CC[C@]4(O)C[C@@H](O)CC[C@]34/C=N/O)[C@@]1(O)CC[C@@H]2C1=COC(=O)C1;4;No;C[C@]12CC[C@H]3[C@@H]([C@]1(CC[C@@H]2C1=COC(=O)C1)O)CC[C@]1([C@@]3(CC[C@@H](C1)O)/C=N/O)O;0.080842003;1;-13.8;3;;;;;;
CHEMBL1993075;CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@]2(O)C[C@H]3O[C@]34[C@H]3C[C@@H](O)[C@]56O[C@H]5C=CC(=O)[C@@]6(C)[C@H]3CC[C@@]42C)C1;4;No;CC1=C(C(=O)O[C@H](C1)[C@@](C)([C@@]1(C[C@@H]2[C@]3([C@@]1(CC[C@H]1[C@@H]3C[C@H]([C@@]34[C@]1(C(=O)C=C[C@@H]3O4)C)O)C)O2)O)O)C;0.111725308;1;-14.4;2;;;;;;
CHEMBL1993425;CC(=O)Oc1c(C)c2c(O)c3c1C1=C(OCOC1=C(C)C3=O)/C(C)=C/[C@](C)(O)[C@@H](O)[C@H](C)[C@@H](O)[C@@H]1C(=O)O[C@H]([C@@H](C)[C@H]1O)[C@@](C)(O)/C=C\C=C(/C)C(=O)N2;4;No;O1C2=C(C(=O)c3c4C2=C(OC1)/C(=C/[C@](O)([C@@H](O)[C@@H]([C@@H](O)[C@H]1[C@H](O)[C@@H]([C@@H](OC1=O)[C@@](O)(/C=C\C=C(\C(=O)Nc(c3O)c(c4OC(=O)C)C)/C)C)C)C)C)/C)C;0.062787794;1;-14.6;2;;;;;;
CHEMBL1993470;CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2/C(=N\N=C2\CC[C@@]4(O)[C@@H]6Cc7ccc(O)c8c7[C@]4(CCN6C)[C@@H]2O8)CC[C@@]3(O)[C@@H]1C5;4;No;O1[C@H]2[C@@]34[C@](O)([C@H](Cc5c4c1c(O)cc5)N(CC3)C)CC/C/2=N/N=C/1\[C@H]2Oc3c4[C@]52[C@](O)([C@H](Cc4ccc3O)N(CC5)C)CC1;0.120724931;1;-15.7;3;;;;;;
CHEMBL1997853;CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(O)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O)[C@](C)(O)C[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@@H]1C;4;No;CC[C@H]1[C@H]([C@@H]([C@H](C(=O)[C@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@@H]1C[C@](C)([C@@H]([C@@H](C)O1)O)O)C)O)(C)O)C)C)O)C;0.046479791;1;-13.3;3;;;;;;
CHEMBL2001726;Cc1ccc(S(=O)(=O)N/N=C(/c2nc3ccc([N+](=O)[O-])cc3nc2O)[C@H](O)c2ccc([C@@H](O)/C(=N\NS(=O)(=O)c3ccc(C)cc3)c3nc4ccc([N+](=O)[O-])cc4nc3O)cc2)cc1;4;No;Cc1ccc(cc1)S(=O)(=O)N/N=C(/c1c(O)nc2c(ccc(c2)[N+](=O)[O-])n1)\[C@@H](c1ccc([C@H](/C(=N\NS(=O)(=O)c2ccc(C)cc2)/c2c(O)nc3c(ccc(c3)[N+](=O)[O-])n2)O)cc1)O;0.087705314;1;-11.9;16;;;;;;
CHEMBL200205;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)C#Cc1nc2c(N)ncnc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O;4;No;c1c(cc2c(c1)[C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@@](CC2)(C#Cc1n(c2c(c(ncn2)N)n1)[C@@H]1[C@H]([C@H]([C@H](CO)O1)O)O)O)C)O;0.040803999;1;-12;5;;;;;;
CHEMBL200510;CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCC[C@H](N)C(=O)N[C@H](C)C(=O)N1)C(=O)NCc1ccccc1;4;No;CC(C)[C@@H](C(=O)NCc1ccccc1)NC(=O)[C@H](C)C[C@@H]([C@@H]1CCCCCC[C@@H](C(=O)N[C@H](C)C(=O)N1)N)O;0.088171557;1;-12.2;9;;;;;;
CHEMBL2011650;C[C@H]1O[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)C[C@H](O)[C@@H]1O;4;No;c1(cc(c2c(c1[C@H]1C[C@@H]([C@@H]([C@@H](C)O1)O)O)oc(cc2=O)c1ccc(cc1)O)O)O;0.079928242;1;-11.4;2;;;;;;
CHEMBL2011794;O=C(NCc1ccc(O)cc1O)c1cc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(O)cc1O;4;No;O=C(c1cc([C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2)C3)c(O)cc1O)NCc1ccc(O)cc1O;0.035435695;1;-12.2;4;;;;;;
CHEMBL2011795;COc1cc(O)c(C(=O)NCc2ccc(O)cc2O)cc1[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2;4;No;COc1cc(c(C(=O)NCc2ccc(cc2O)O)cc1[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)O;0.035401549;1;-11.7;5;;;;;;
