Compound;SMILES;Cluster;Center;Smiles;RMSD;Model.ID;Energy;nRot;;;;;;
CHEMBL283766;N#CCCNN1C(=O)c2c(c3c4cccc(O)c4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4c(O)cccc4c23)C1=O;3;No;n1([C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)c2c3[nH]c4c(c3c3C(=O)N(NCCC#N)C(=O)c3c2c2c1c(ccc2)O)cccc4O;0.024932472;1;-10.9;8;;;;;;
CHEMBL286657;CC(C)SC[C@@H]1O[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@@H](O[C@@H]3O[C@H](CN)[C@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)[C@@H](O)[C@H](N)[C@H]1O;3;No;CC(C)SC[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]1[C@H](C[C@H]([C@H]([C@H]1O)O[C@H]1[C@H]([C@@H]([C@H]([C@@H](CN)O1)O)O)N)N)N)O)N)O;0.062686868;1;-10.9;8;;;;;;
CHEMBL287898;CCOC(=O)c1ccc(OCC[C@H]2C[C@@H](C)C(=O)/C=C/C(C)=C\[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)cc1;3;No;CC[C@@H]1[C@H](/C=C(\C=C\C(=O)[C@@H](C[C@@H]([C@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C)O1)O)N(C)C)O)CCOc1ccc(cc1)C(=O)OCC)C)/C)CO[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](C)O1)O)OC)OC;0.080464289;1;-11.7;16;;;;;;
CHEMBL288648;O=C1NC(=O)C(c2cn([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3c(O)cccc23)=C1c1c[nH]c2c(O)cccc12;3;No;n1([C@@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)cc(C2=C(c3c[nH]c4c3cccc4O)C(=O)NC2=O)c2c1c(ccc2)O;0.105019093;1;-12.2;4;;;;;;
CHEMBL289114;CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(CO)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC;3;No;CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C)O1)O)N(C)C)O)CCOc1ccc(cc1)CO)C)\C)CO[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](C)O1)O)OC)OC;0.095065743;1;-11.4;14;;;;;;
CHEMBL3109406;COc1ccc(/C=C/C(=O)NCCc2ccc(O[C@@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1;3;No;COc1ccc(/C=C/C(=O)NCCc2ccc(cc2)O[C@H]2[C@@H]([C@@H]([C@H]([C@H](C)O2)OC(=O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)cc1;0.087881915;1;-11.3;17;;;;;;
CHEMBL3120853;O=C(O)[C@@H]1O[C@@H](Oc2c(-c3ccccc3)cc(O)c(-c3ccccc3)c2O)[C@H](O)[C@@H](O)[C@@H]1O;3;No;c1(c2c(c(c(c3ccccc3)cc2O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](C(=O)O)O2)O)O)O)O)ccccc1;0.099750616;1;-11.1;5;;;;;;
CHEMBL3120854;COc1c(-c2ccccc2)cc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c(-c2ccccc2)c1O;3;No;c1(c2c(c(c(c3ccccc3)cc2O[C@@H]2[C@H]([C@@H]([C@H]([C@H](C(=O)O)O2)O)O)O)OC)O)ccccc1;0.063208349;1;-11.6;6;;;;;;
CHEMBL3143220;C[C@H](N)C(=O)N[C@@H](C)C(=O)NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O;3;No;C[C@@H](C(=O)N[C@@H](C)C(=O)NC[C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O[C@@H]1[C@H](C[C@H]([C@@H]([C@@H]1O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](CO)O1)O)N)O)N)N)O)O)O)N;0.108903416;1;-11.1;10;;;;;;
CHEMBL3184081;C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O;3;No;O[C@]12[C@@]([C@@H](CC1)C1=CC(=O)OC1)(C[C@@H](O)[C@@H]1[C@@]3([C@](O)(CC[C@@H]21)C[C@@H](O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C)C[C@H]3O)CO)C;0.037646625;1;-15.6;4;;;;;;
CHEMBL3184988;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC;3;No;COc1c(cc(cc1)[C@@H]1CC(=O)c2c(cc(cc2O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]3[C@@H]([C@@H]([C@H]([C@H](C)O3)O)O)O)O2)O)O)O)O1)OC;0.121394858;1;-11.5;8;;;;;;
CHEMBL3215335;O=C([O-])CC[C@@H]1O[C@@H](O[C@@H]2CCCC[C@H]2O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O[C@@H](Cc3ccccc3)C(=O)[O-])[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;3;No;O=C([O-])CC[C@@H]1O[C@@H](O[C@@H]2CCCC[C@H]2O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O[C@@H](Cc3ccccc3)C(=O)[O-])[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;0.066040926;1;-10.9;13;;;;;;
CHEMBL3215407;C[C@@H]1O[C@@H](O[C@@H]2CCCC[C@H]2O[C@H]2O[C@@H](COS(=O)(=O)[O-])[C@H](O)[C@H](O[C@H](Cc3ccccc3)C(=O)[O-])[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;3;No;C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]1CCCC[C@H]1O[C@@H]1[C@@H]([C@H]([C@H]([C@H](COS(=O)(=O)[O-])O1)O)O[C@H](Cc1ccccc1)C(=O)[O-])O)O)O)O;0.099186957;1;-11.2;12;;;;;;
CHEMBL3215484;O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(F)cc1;3;No;O=C1[C@H](CC[C@H](O)c2ccc(cc2)F)[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(cc1)F;0.090750136;1;-11.8;12;;;;;;
CHEMBL3215486;O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(OC[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(F)cc1;3;No;O=C1[C@H](CC[C@H](O)c2ccc(cc2)F)[C@@H](c2ccc(OC[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(cc1)F;0.119055703;1;-11.9;13;;;;;;
CHEMBL3215487;O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(OS(=O)(=O)C[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(F)cc1;3;No;O=C1[C@H](CC[C@H](O)c2ccc(cc2)F)[C@@H](c2ccc(OS(=O)(=O)C[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(cc1)F;0.058645155;1;-12.1;14;;;;;;
CHEMBL3215488;O=C1[C@H](CCCc2ccc(F)cc2)[C@@H](c2ccc(OS(=O)(=O)C[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(F)cc1;3;No;O=C1[C@H](CCCc2ccc(cc2)F)[C@@H](c2ccc(OS(=O)(=O)C[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)cc2)N1c1ccc(cc1)F;0.070461527;1;-11.8;14;;;;;;
CHEMBL3245173;CC[C@@]1(O)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(c(O)c2[C@@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O;3;No;CC[C@]1(C[C@@H](c2c(c3c(c(c2[C@@H]1C(=O)OC)O)C(=O)c1cccc(c1C3=O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O;0.068387836;1;-12.6;6;;;;;;
CHEMBL3262193;O=C[C@]1(/C=C\O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)CC[C@H](COC(=O)[C@@H]2C(C(=O)OC[C@H]3CC[C@](C=O)(/C=C\O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)C3)=Cc3ccc(O)c(O)c3[C@H]2c2ccc(O)cc2)C[C@@H]1O;3;No;O=C[C@]1(/C=C\O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H](COC(=O)C2=Cc3ccc(O)c(O)c3[C@@H](c3ccc(O)cc3)[C@@H]2C(=O)OC[C@H]2CC[C@](C=O)(/C=C\O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)C2)C[C@H]1O;0.098177895;1;-11.7;21;;;;;;
CHEMBL3305877;O=C(O)CC[C@@H]1O[C@@H](O[C@@H]2CCCC[C@H]2O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O[C@@H](Cc3ccccc3)C(=O)O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;3;No;O=C(O)CC[C@@H]1O[C@@H](O[C@@H]2CCCC[C@H]2O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O[C@@H](Cc3ccccc3)C(=O)O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O;0.066040926;1;-11;13;;;;;;
CHEMBL3306850;C[C@@H]1O[C@@H](O[C@@H]2CCCC[C@H]2O[C@H]2O[C@@H](COS(=O)(=O)O)[C@H](O)[C@H](O[C@H](Cc3ccccc3)C(=O)O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O;3;No;C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]1CCCC[C@H]1O[C@@H]1[C@@H]([C@H]([C@H]([C@H](COS(=O)(=O)O)O1)O)O[C@H](Cc1ccccc1)C(=O)O)O)O)O)O;0.099186957;1;-11.3;12;;;;;;
CHEMBL331804;CN[C@H]1[C@H](O)[C@H]2O[C@H](O[C@@H]3[C@@H](N)C[C@@H](NC(=O)[C@H](O)CCN)[C@@H](O)[C@H]3O)[C@@H](N)C[C@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@@H](O)[C@@H]1O;3;No;[C@H]12[C@@H](C[C@@H]([C@H](O2)O[C@H]2[C@@H]([C@@H]([C@@H](C[C@@H]2N)NC(=O)[C@@H](CCN)O)O)O)N)O[C@@H]([C@H]([C@@H]1O)NC)O[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](CO)O1)N)O)O;0.031161618;1;-11;10;;;;;;
CHEMBL3318858;O=C1NCC(c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](C[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)cc2)=C(O)N1;3;No;C1C(=C(NC(=O)N1)O)c1ccc(cc1)O[C@@H]1[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O;0.090248801;1;-10.9;7;;;;;;
CHEMBL3325485;COc1ccc(Oc2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1;3;No;O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1cc(O)c2c(oc(Oc3ccc(OC)cc3)cc2=O)c1;0.118076146;1;-11;6;;;;;;
CHEMBL3329791;CC1=C(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@@H]3[C@H]4C[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@@]5(C)[C@H]4CC[C@]3(C)[C@@H]12;3;No;O[C@@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H]4[C@@]([C@@H]5[C@@H]([C@@H]6[C@]([C@@H]7[C@@H](OC(=C7C)CC[C@H](CO[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)CO)C)C6)(C)CC5)C3)(C)CC[C@H](O)C4)O[C@@H]([C@H]2O)C)[C@H](O)[C@H]1O;0.080084011;1;-14.5;11;;;;;;
CHEMBL3329792;C[C@H](C/C=C1/O[C@H]2C[C@@H]3[C@H]4C[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@]1(C)O)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;3;No;O[C@H]1[C@H](O)CO[C@@H](O[C@H]2[C@H](O)[C@H](O[C@@H](O[C@H]3C[C@H]4[C@H](CC[C@]5([C@@H]4C[C@@H]4O/C(=C/C[C@H](CO[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO)C)/[C@](O)([C@H]54)C)C)[C@@]4(CC[C@H](O)C[C@H]34)C)[C@@H]2O)C)[C@@H]1O;0.117953613;1;-15.1;11;;;;;;
CHEMBL3329800;CO[C@]1(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4C[C@H](O[C@@H]5OC[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C;3;No;O([C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)[C@H]1[C@H](O)CO[C@@H](O[C@@H]2[C@H]3C[C@@H](O)CC[C@@]3([C@@H]3[C@@H](C2)[C@H]2[C@](CC3)([C@@H]3[C@@H](O[C@@](OC)([C@H]3C)CC[C@@H](C)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C2)C)C)[C@@H]1O;0.074753687;1;-14.1;12;;;;;;
CHEMBL3341961;COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H]1C(C)=C[C@@]2(O)C(=O)O/C=C(\C(=O)O)c1ccc(O)c(OC)c1;3;No;[C@@H]1([C@@H]2[C@H](C(=CO1)C(=O)OC)C(=C[C@]2(C(=O)O/C=C(/c1ccc(c(c1)OC)O)\C(=O)O)O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O;0.105218567;1;-11.1;12;;;;;;
CHEMBL3343908;CC1(C)CC[C@@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O;3;No;CC1(C)CC[C@@]2([C@@H](C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)[C@@H]2C1)O)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O;0.10340979;1;-17.7;7;;;;;;
CHEMBL3357159;CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C;3;No;C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1O[C@H]1C[C@@]2([C@H](C[C@H]([C@H]3[C@]2(CC[C@@H]3[C@@](C)(CCC=C(C)C)O)C)O)[C@@]2([C@@H]1C([C@H](CC2)O)(C)C)C)C)O)O)O)O)O;0.07837674;1;-14.4;10;;;;;;
CHEMBL3357160;CC(C)=CCC[C@](C)(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H]1CC[C@]2(C)[C@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C;3;No;OC[C@@H]1O[C@@H](O[C@](C)([C@H]2[C@@H]3[C@H](O)C[C@H]4[C@@]([C@]3(C)CC2)(C)C[C@H](O)[C@H]2C(C)(C)[C@@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)CC[C@]42C)CCC=C(C)C)[C@@H](O)[C@@H](O)[C@@H]1O;0.093663506;1;-14.3;11;;;;;;
CHEMBL3359258;O=C1/C=C/CCc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(c2)-c2cc(ccc2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)CC1;3;No;c1c(c2-c3c(ccc(CC/C=C/C(=O)CCc(c2)c1)c3)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O;0.084311113;1;-13.8;5;;;;;;
CHEMBL3359817;C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c4c3[C@@]3(Nc5ccccc5C3=O)[C@]3(Nc5ccccc5C3=O)O4)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O;3;No;[C@]12(C(=O)c3c(cccc3)N2)[C@@]2(C(=O)c3c(cccc3)N2)c2c(CCO[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)OC(=O)/C=C/c3ccc(c(c3)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@H](C)O3)O)O)O)O)ccc(c2O1)O;0.090936288;1;-13.1;12;;;;;;
CHEMBL3391808;CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C;3;No;CC(=CCC[C@@](C)([C@H]1CC[C@]2(C)[C@H]1[C@@H](C[C@@H]1[C@@]3(C)CC[C@@H](C(C)(C)[C@H]3[C@H](C[C@@]21C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)C;0.101040624;1;-14.6;14;;;;;;
CHEMBL3392066;CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C;3;No;O([C@@H]1[C@@H]2[C@@]([C@@H]3[C@]([C@]4([C@H]([C@H](O)C3)[C@H](CC4)[C@@](O)(CCC=C(C)C)C)C)(C1)C)(CC[C@H](O)C2(C)C)C)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C)CO;0.102447934;1;-14.6;10;;;;;;
CHEMBL3397952;COc1c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O;3;No;O([C@@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@@H]1O)C(=O)O)c1cc(O)c2c(O[C@@H](CC2=O)c2ccccc2O)c1OC;0.091938898;1;-11.2;5;;;;;;
CHEMBL3397953;COC(=O)[C@H]1O[C@@H](Oc2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)[C@H](O)[C@@H](O)[C@@H]1O;3;No;O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(=O)OC)c1c(O)cc(O)c2c1oc(cc2=O)c1ccccc1;0.050752237;1;-11;5;;;;;;
CHEMBL3397954;O=C(O)[C@@H]1O[C@@H](Oc2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)[C@H](O)[C@@H](O)[C@H]1O;3;No;O([C@@H]1O[C@H]([C@H](O)[C@H](O)[C@H]1O)C(=O)O)c1c(O)cc(O)c2c1oc(cc2=O)c1ccccc1;0.061839838;1;-11.4;4;;;;;;
CHEMBL3397956;COc1cc(O)c2c(c1OC)O[C@H](c1cc(O)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O)CC2=O;3;No;O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)COC(=O)C)c1c([C@H]2Oc3c(C(=O)C2)c(O)cc(OC)c3OC)cc(O)cc1;0.044867005;1;-11.1;8;;;;;;
CHEMBL3409093;OC[C@H]1O[C@@H](Oc2c(O)cc(O)c3c2O[C@@H](c2ccc(O)c(O)c2)[C@H](O)C3)[C@H](O)[C@@H](O)[C@H]1O;3;No;c1(cc(c2c(c1O[C@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)O[C@H]([C@@H](C2)O)c1cc(c(cc1)O)O)O)O;0.073386237;1;-11.5;4;;;;;;
CHEMBL3415428;COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2;3;No;[C@]12(C(=CC[C@H]3[C@]1(CC[C@@H]1[C@@]3(CC[C@H](C1(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1[C@@H]([C@@H]([C@H]([C@H](C)O1)O)O)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@H](C)O1)O)O)O)C)C)[C@H]1[C@@](C(=O)OC)(CC2)CC[C@H]([C@@H]1C)C)C;0.05117318;1;-11.7;9;;;;;;
CHEMBL341631;O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;3;No;O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;0.040688425;1;-11.8;12;;;;;;
CHEMBL3427589;CCN(CC)CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@](C)(CO)[C@H]4CC[C@@]3(C)[C@]1(C)CC2;3;No;[C@]12(C(=CC[C@H]3[C@]1(CC[C@H]1[C@@]3(CC[C@@H]([C@]1(CO)C)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@H](C)O1)O)O)O)C)C)[C@H]1[C@](CCC(C1)(C)C)(CC2)C(=O)NCCN(CC)CC)C;0.121109962;1;-14.6;11;;;;;;
CHEMBL3427600;COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2;3;No;C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@H](CO[C@H]1O[C@H]1CC[C@]2([C@H]([C@]1(C)CO)CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)C(=O)OC)C)C)C)O)O)O)O)O;0.093464807;1;-15.6;7;;;;;;
